City Or County,State,Week Start,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
Abbeville,AL,2024-01-01,0,12,0.0,0.0,0.0
Abbeville,LA,2014-09-08,0,7,0.0,0.0,0.0
Abbeville,LA,2023-02-20,0,8,0.0,0.0,2.0
Abbeville,SC,2019-06-17,6,2,0.0,0.0,1.0
Aberdeen,MD,2018-09-17,7,6,1.0,0.0,0.0
Aberdeen,MS,2014-10-06,2,2,0.0,0.0,0.0
Abington,MA,2019-10-07,9,0,1.0,0.0,0.0
Accomack County,VA,2014-11-17,0,4,0.0,0.0,0.0
Acworth,GA,2021-03-15,12,2,0.0,0.0,1.0
Adams Co.,CO,2024-02-26,0,10,0.0,0.0,0.0
Adams Co. (Natchez),MS,2024-12-30,2,8,0.0,0.0,0.0
Adelanto,CA,2023-05-01,2,5,0.0,0.0,0.0
Adelanto,CA,2023-05-08,2,7,0.0,0.0,0.0
Adelanto,CA,2024-01-22,6,0,0.0,0.0,5.0
Adelphi,MD,2021-07-19,1,4,0.0,0.0,0.0
Aguanga,CA,2020-09-07,14,0,0.0,0.0,0.0
Aguas Buenas,PR,2013-04-29,4,6,0.0,0.0,0.0
Ahoskie,NC,2021-11-01,1,5,0.0,0.0,0.0
Aiken,SC,2014-10-13,1,3,0.0,0.0,0.0
Aiken,SC,2020-11-23,2,14,0.0,0.0,4.0
Aiken,SC,2021-09-20,7,2,1.0,0.0,0.0
Akron,AL,2020-06-22,0,14,0.0,0.0,1.0
Akron,OH,2013-04-15,4,0,0.0,0.0,0.0
Akron,OH,2014-11-10,2,8,0.0,0.0,1.0
Akron,OH,2016-07-11,2,6,0.0,0.0,0.0
Akron,OH,2017-06-26,1,3,0.0,0.0,0.0
Akron,OH,2019-06-24,2,6,0.0,0.0,5.0
Akron,OH,2019-10-07,0,8,0.0,0.0,0.0
Akron,OH,2021-08-09,0,10,0.0,0.0,0.0
Akron,OH,2023-07-03,0,8,0.0,0.0,0.0
Akron,OH,2024-05-27,3,86,0.0,0.0,0.0
Akron,OH,2024-07-01,0,12,0.0,0.0,1.0
Alachua,FL,2018-01-15,0,10,0.0,0.0,2.0
Alamagordo,NM,2022-06-06,0,4,0.0,0.0,0.0
Alameda,CA,2024-07-08,15,0,0.0,0.0,1.0
Alamogordo,NM,2022-06-06,0,4,0.0,1.0,1.0
Albany,GA,2017-01-23,4,6,0.0,0.0,1.0
Albany,GA,2018-09-03,0,8,0.0,0.0,1.0
Albany,GA,2019-01-21,0,8,0.0,0.0,0.0
Albany,GA,2020-05-04,2,6,0.0,0.0,9.0
Albany,GA,2020-08-31,2,6,0.0,0.0,0.0
Albany,GA,2023-01-02,0,8,0.0,0.0,0.0
Albany,GA,2024-04-08,0,12,0.0,0.0,6.0
Albany,GA,2024-07-01,1,3,0.0,0.0,2.0
Albany,GA,2024-10-14,3,12,0.0,0.0,1.0
Albany,NY,2016-11-21,2,6,0.0,0.0,1.0
Albany,NY,2018-07-02,0,8,0.0,0.0,0.0
Albany,NY,2020-06-15,0,14,0.0,0.0,0.0
Albany,NY,2020-08-03,2,6,0.0,0.0,0.0
Albany,NY,2021-01-25,3,8,0.0,0.0,4.0
Albany,NY,2021-05-17,2,10,0.0,0.0,1.0
Albany,NY,2021-08-23,0,10,0.0,0.0,0.0
Albany,NY,2021-10-04,2,12,0.0,0.0,0.0
Albany,NY,2022-08-01,0,10,0.0,0.0,0.0
Albany,NY,2022-08-22,0,12,0.0,0.0,0.0
Albany,NY,2024-07-01,2,24,0.0,0.0,0.0
Albemarle,NC,2019-07-22,3,1,0.0,0.0,0.0
Albert Lea,MN,2020-11-23,0,4,0.0,0.0,0.0
Albertville,AL,2021-06-14,5,4,1.0,0.0,0.0
Albion,MI,2015-09-14,0,8,0.0,0.0,0.0
Albuquerque,NM,2013-01-14,5,0,0.0,0.0,0.0
Albuquerque,NM,2013-10-21,1,4,0.0,0.0,0.0
Albuquerque,NM,2014-08-04,2,6,0.0,0.0,0.0
Albuquerque,NM,2015-03-16,2,12,0.0,0.0,0.0
Albuquerque,NM,2016-03-28,3,1,0.0,0.0,0.0
Albuquerque,NM,2016-04-04,0,8,0.0,0.0,1.0
Albuquerque,NM,2016-08-08,4,4,0.0,0.0,3.0
Albuquerque,NM,2016-12-05,7,2,1.0,0.0,0.0
Albuquerque,NM,2018-11-12,1,3,0.0,0.0,0.0
Albuquerque,NM,2019-07-01,0,8,0.0,0.0,0.0
Albuquerque,NM,2019-09-09,9,7,0.0,0.0,0.0
Albuquerque,NM,2020-03-02,0,4,0.0,0.0,0.0
Albuquerque,NM,2020-03-09,2,6,0.0,0.0,6.0
Albuquerque,NM,2020-05-11,1,10,0.0,0.0,1.0
Albuquerque,NM,2021-08-09,1,3,0.0,0.0,0.0
Albuquerque,NM,2021-08-16,0,4,0.0,0.0,0.0
Albuquerque,NM,2021-10-25,2,4,0.0,0.0,0.0
Albuquerque,NM,2022-02-21,1,3,0.0,0.0,0.0
Albuquerque,NM,2022-03-14,2,4,0.0,0.0,0.0
Albuquerque,NM,2022-07-25,2,8,0.0,0.0,0.0
Albuquerque,NM,2023-05-29,3,1,0.0,0.0,0.0
Albuquerque,NM,2024-08-26,8,0,0.0,0.0,0.0
Albuquerque,NM,2024-11-11,2,6,0.0,0.0,0.0
Aldine,TX,2020-02-17,0,7,0.0,0.0,0.0
Alexandria,LA,2019-05-20,2,8,0.0,0.0,1.0
Alexandria,LA,2019-09-02,2,6,0.0,0.0,1.0
Alexandria,LA,2022-02-21,0,8,0.0,0.0,0.0
Alexandria,LA,2023-06-12,2,6,0.0,0.0,0.0
Alexandria,LA,2023-08-14,2,8,0.0,0.0,0.0
Alexandria,LA,2023-10-16,0,8,0.0,0.0,2.0
Alexandria,LA,2024-09-09,4,4,0.0,0.0,0.0
Alexandria,VA,2017-06-12,1,9,1.0,0.0,0.0
Alexandria,VA,2020-07-06,0,10,0.0,0.0,0.0
Aliceville,AL,2021-03-22,4,4,0.0,0.0,0.0
Aliceville,AL,2021-05-24,2,8,0.0,0.0,1.0
Aliso Viejo,CA,2017-10-09,2,2,0.0,0.0,0.0
AlisoViejo,CA,2017-10-09,2,2,0.0,0.0,1.0
Allapattah,FL,2015-06-08,0,4,0.0,0.0,0.0
Allen,KY,2022-06-27,6,10,0.0,0.0,1.0
Allen,TX,2017-01-02,0,8,0.0,0.0,1.0
Allen,TX,2021-03-29,10,0,2.0,0.0,0.0
Allen,TX,2023-05-01,17,14,1.0,0.0,0.0
Allen,TX,2023-08-28,4,0,0.0,0.0,0.0
Allendale,MI,2021-04-05,0,8,0.0,0.0,1.0
Allendale,MI,2022-09-12,0,4,0.0,0.0,1.0
Allendale,SC,2017-07-31,2,6,0.0,0.0,0.0
Allendale,SC,2019-05-27,0,10,0.0,0.0,0.0
Allendale Twp,MI,2022-09-12,0,4,0.0,0.0,0.0
Allentown,PA,2017-03-20,1,3,0.0,0.0,0.0
Allentown,PA,2019-06-17,0,20,0.0,0.0,2.0
Allentown,PA,2022-12-26,0,8,0.0,0.0,0.0
Allentown,PA,2024-02-19,0,12,0.0,0.0,1.0
Allentown,PA,2024-08-19,0,22,0.0,0.0,2.0
Allentown,PA,2025-01-27,1,3,0.0,0.0,2.0
Alma,AL,2013-12-02,4,0,0.0,0.0,0.0
Alpharetta (Roswell),GA,2021-12-20,1,3,0.0,0.0,0.0
Altamont,TN,2018-09-17,1,3,0.0,0.0,0.0
Altha,FL,2020-05-25,3,8,1.0,0.0,0.0
Alton,IL,2017-07-03,0,8,0.0,0.0,1.0
Alturas,CA,2014-02-17,4,1,0.0,0.0,1.0
Alturas,Ca,2014-02-17,4,2,0.0,0.0,0.0
Alvin,TX,2022-07-04,2,6,0.0,0.0,0.0
Amarillo,TX,2015-03-23,0,8,0.0,0.0,0.0
Amarillo,TX,2016-11-07,4,0,0.0,0.0,0.0
Amarillo,TX,2019-11-25,0,14,0.0,0.0,0.0
Amarillo,TX,2020-12-28,2,6,0.0,0.0,1.0
Amarillo,TX,2021-07-19,0,12,0.0,0.0,0.0
Amarillo,TX,2021-11-08,1,3,0.0,0.0,0.0
Amarillo,TX,2022-05-09,2,8,0.0,0.0,0.0
Amarillo,TX,2022-09-19,0,4,0.0,0.0,0.0
Amarillo,TX,2023-07-03,4,10,0.0,0.0,1.0
Amarillo,TX,2024-09-02,8,0,0.0,0.0,0.0
Amarillo,TX,2025-01-20,1,8,0.0,0.0,1.0
Ames,IA,2017-02-13,0,5,0.0,0.0,0.0
Anaheim,CA,2020-10-26,0,8,0.0,0.0,0.0
Anapolis,MD,2020-10-12,1,3,0.0,0.0,0.0
Anchorage,AK,2014-09-08,0,12,0.0,0.0,0.0
Anchorage,AK,2015-05-11,4,0,0.0,0.0,0.0
Anchorage,AK,2020-04-06,0,8,0.0,0.0,0.0
Anchorage,AK,2020-10-05,2,8,0.0,0.0,0.0
Anchorage,AK,2021-06-14,2,8,0.0,0.0,1.0
Anderson,IN,2018-05-14,0,4,0.0,0.0,0.0
Anderson,IN,2018-05-21,0,4,0.0,0.0,0.0
Anderson,IN,2023-05-08,0,12,0.0,0.0,0.0
Anderson,IN,2024-07-15,0,21,0.0,1.0,6.0
Anderson,SC,2020-08-31,2,6,0.0,0.0,1.0
Anderson County,TX,2015-11-09,6,1,0.0,0.0,0.0
Andrews,SC,2022-05-30,0,9,0.0,0.0,0.0
Andrews,SC,2023-01-23,2,2,0.0,0.0,1.0
Annapolis,MD,2018-06-25,10,0,0.0,0.0,1.0
Annapolis,MD,2020-10-12,1,3,0.0,0.0,0.0
Annapolis,MD,2023-06-05,6,6,0.0,0.0,1.0
Anniston,AL,2015-06-01,0,4,0.0,0.0,0.0
Anniston,AL,2016-04-04,0,8,0.0,0.0,0.0
Anniston,AL,2022-05-23,0,12,0.0,0.0,0.0
Antioch,CA,2014-06-23,0,14,0.0,0.0,0.0
Antioch,CA,2021-09-06,0,4,0.0,0.0,0.0
Antioch,CA,2023-06-05,2,12,0.0,0.0,0.0
Antioch,TN,2017-09-18,2,15,0.0,1.0,1.0
Antioch,TN,2018-04-16,8,6,0.0,0.0,1.0
Antioch,TN,2022-06-06,2,2,0.0,0.0,6.0
Antioch,TN,2024-09-02,0,6,0.0,0.0,1.0
Antioch,TN,2024-09-09,3,1,0.0,0.0,0.0
Apache Junction,AZ,2013-05-06,0,4,0.0,0.0,0.0
Apopka,FL,2016-02-01,0,8,0.0,0.0,0.0
Appleton,WI,2019-05-13,2,2,0.0,0.0,0.0
Appling,GA,2016-04-18,11,0,1.0,0.0,0.0
Arcade,GA,2018-07-02,1,3,0.0,0.0,0.0
Ardmore,AL,2018-06-25,4,0,0.0,0.0,0.0
Ardmore,OK,2014-01-13,2,8,1.0,0.0,0.0
Arkabutla (Coldwater),MS,2023-02-13,6,1,0.0,0.0,0.0
Arlington,TX,2014-03-17,2,6,0.0,0.0,0.0
Arlington,TX,2014-04-07,1,3,0.0,0.0,0.0
Arlington,TX,2021-05-24,3,1,0.0,0.0,0.0
Arnold,PA,2021-08-02,0,4,0.0,0.0,0.0
Arvada,CO,2016-08-01,2,2,0.0,0.0,2.0
Arvada,CO,2020-07-06,1,3,0.0,0.0,0.0
Arverne(Queens),NY,2015-01-19,3,1,1.0,0.0,0.0
Asbury Park,NJ,2018-03-26,0,5,0.0,0.0,0.0
AsburyPark,NJ,2018-03-26,0,5,0.0,0.0,0.0
Ashburn,GA,2018-06-25,2,12,0.0,0.0,2.0
Asheboro,NC,2020-04-20,1,3,0.0,0.0,0.0
Asheboro,NC,2023-06-19,0,8,0.0,0.0,2.0
Asheville,NC,2018-04-16,3,3,1.0,0.0,0.0
Asheville,NC,2022-08-15,0,4,0.0,0.0,0.0
Ashland,IL,2023-12-11,7,2,1.0,0.0,0.0
Ashville,NC,2022-08-15,0,4,0.0,0.0,0.0
Ashville,PA,2013-09-23,4,0,0.0,0.0,0.0
Athens,GA,2016-07-25,0,14,0.0,0.0,1.0
Athens,GA,2021-08-30,0,13,0.0,0.0,1.0
Athens,GA,2023-04-24,2,6,0.0,0.0,0.0
Athens,TN,2021-09-20,4,1,0.0,0.0,2.0
Athens (Riceville),TN,2021-09-20,4,0,0.0,0.0,0.0
Atkins,AR,2020-12-21,9,0,1.0,0.0,0.0
Atlanta,GA,2013-05-27,0,4,0.0,0.0,0.0
Atlanta,GA,2014-05-12,0,10,0.0,0.0,0.0
Atlanta,GA,2014-06-02,2,8,0.0,0.0,1.0
Atlanta,GA,2014-08-04,0,10,0.0,0.0,0.0
Atlanta,GA,2014-10-06,2,14,0.0,0.0,0.0
Atlanta,GA,2014-10-13,0,4,0.0,0.0,0.0
Atlanta,GA,2014-11-24,6,4,0.0,0.0,0.0
Atlanta,GA,2015-03-09,0,10,0.0,0.0,0.0
Atlanta,GA,2015-07-13,0,9,0.0,0.0,0.0
Atlanta,GA,2016-02-22,0,4,0.0,0.0,0.0
Atlanta,GA,2016-03-14,0,10,0.0,0.0,0.0
Atlanta,GA,2016-05-09,0,10,0.0,0.0,0.0
Atlanta,GA,2016-06-20,2,8,0.0,0.0,0.0
Atlanta,GA,2016-08-29,0,8,0.0,0.0,0.0
Atlanta,GA,2017-01-16,6,2,0.0,0.0,0.0
Atlanta,GA,2017-04-10,2,6,0.0,0.0,1.0
Atlanta,GA,2017-06-19,2,12,0.0,0.0,0.0
Atlanta,GA,2017-11-06,4,4,0.0,0.0,1.0
Atlanta,GA,2018-07-02,1,3,0.0,0.0,0.0
Atlanta,GA,2018-10-15,0,8,0.0,0.0,0.0
Atlanta,GA,2019-03-25,2,8,0.0,0.0,0.0
Atlanta,GA,2019-05-27,0,9,0.0,1.0,0.0
Atlanta,GA,2019-06-24,0,28,0.0,0.0,0.0
Atlanta,GA,2019-07-15,0,8,0.0,0.0,0.0
Atlanta,GA,2019-08-19,0,8,0.0,0.0,2.0
Atlanta,GA,2019-12-30,0,8,0.0,0.0,0.0
Atlanta,GA,2020-03-23,0,8,0.0,0.0,0.0
Atlanta,GA,2020-06-08,4,10,0.0,0.0,0.0
Atlanta,GA,2020-06-29,6,44,0.0,0.0,1.0
Atlanta,GA,2020-07-20,4,4,0.0,0.0,1.0
Atlanta,GA,2020-09-28,2,8,0.0,2.0,2.0
Atlanta,GA,2020-10-05,0,8,0.0,0.0,0.0
Atlanta,GA,2021-02-08,0,8,0.0,0.0,0.0
Atlanta,GA,2021-03-15,4,0,0.0,0.0,0.0
Atlanta,GA,2021-04-19,0,10,0.0,0.0,0.0
Atlanta,GA,2021-04-26,2,10,0.0,0.0,0.0
Atlanta,GA,2021-05-10,0,8,0.0,0.0,0.0
Atlanta,GA,2021-06-28,1,3,0.0,0.0,0.0
Atlanta,GA,2021-09-06,0,10,0.0,0.0,0.0
Atlanta,GA,2021-10-11,0,6,0.0,0.0,0.0
Atlanta,GA,2022-01-24,2,6,0.0,0.0,0.0
Atlanta,GA,2022-02-28,0,8,0.0,0.0,0.0
Atlanta,GA,2022-04-18,0,10,0.0,0.0,0.0
Atlanta,GA,2022-04-25,1,8,1.0,0.0,0.0
Atlanta,GA,2022-07-18,1,25,0.0,0.0,0.0
Atlanta,GA,2022-08-01,4,8,0.0,0.0,0.0
Atlanta,GA,2022-10-10,0,8,0.0,0.0,0.0
Atlanta,GA,2022-11-21,5,11,1.0,3.0,6.0
Atlanta,GA,2022-12-12,4,6,0.0,0.0,1.0
Atlanta,GA,2023-04-03,2,6,0.0,0.0,0.0
Atlanta,GA,2023-05-01,2,8,0.0,0.0,1.0
Atlanta,GA,2023-08-28,1,10,1.0,0.0,0.0
Atlanta,GA,2023-10-23,1,7,0.0,0.0,0.0
Atlanta,GA,2023-10-30,0,12,0.0,0.0,0.0
Atlanta,GA,2023-12-04,6,2,0.0,0.0,0.0
Atlanta,GA,2024-02-12,0,12,0.0,0.0,1.0
Atlanta,GA,2024-05-06,8,18,0.0,0.0,1.0
Atlanta,GA,2024-06-10,0,8,0.0,0.0,0.0
Atlanta,GA,2024-08-05,0,15,0.0,0.0,0.0
Atlanta,GA,2024-09-23,3,9,0.0,0.0,0.0
Atlanta,GA,2024-11-04,0,12,0.0,0.0,0.0
Atlanta,GA,2024-12-02,14,0,1.0,0.0,0.0
Atlanta,GA,2025-02-03,0,4,0.0,0.0,0.0
Atlanta,Ga,2013-12-30,0,4,0.0,0.0,0.0
Atlanta (Cumberland),GA,2021-03-22,0,4,0.0,0.0,0.0
Atlanta(CollegePark),GA,2022-06-06,0,7,0.0,0.0,0.0
Atlanta(CollegePark),GA,2022-08-08,1,4,0.0,0.0,0.0
Atlantic City,NJ,2020-10-26,1,4,0.0,0.0,0.0
Atlantic City,NJ,2021-06-14,1,3,0.0,0.0,0.0
AtlanticCity,NJ,2020-10-26,1,4,0.0,0.0,0.0
AtlanticCity,NJ,2021-06-14,1,3,0.0,0.0,0.0
Atmore,AL,2019-05-13,2,16,0.0,0.0,2.0
Attala Co.,MS,2017-12-11,0,4,0.0,0.0,0.0
Auburn,AL,2016-04-18,6,2,0.0,0.0,1.0
Auburn,AL,2018-09-03,2,8,0.0,0.0,2.0
Auburn,AL,2020-06-15,0,8,0.0,0.0,0.0
Auburn,GA,2021-12-27,1,3,0.0,0.0,0.0
Auburn,WA,2013-03-25,3,1,0.0,0.0,0.0
Auburn,WA,2019-06-24,1,3,0.0,0.0,0.0
Auburn,WA,2023-04-24,0,8,0.0,0.0,0.0
Auburn,WA,2024-07-22,0,12,0.0,0.0,0.0
Augusta,GA,2014-08-18,1,3,0.0,0.0,0.0
Augusta,GA,2019-03-11,0,8,0.0,0.0,1.0
Augusta,GA,2021-05-10,4,4,0.0,0.0,1.0
Augusta,GA,2021-09-13,0,8,0.0,0.0,2.0
Augusta,GA,2022-01-10,3,1,0.0,0.0,0.0
Augusta,GA,2022-01-24,2,6,0.0,0.0,0.0
Augusta,GA,2023-05-08,4,8,0.0,0.0,0.0
Augusta,GA,2023-10-16,0,8,0.0,0.0,0.0
Aurora,CO,2012-12-31,4,0,0.0,0.0,0.0
Aurora,CO,2013-06-24,0,4,0.0,0.0,0.0
Aurora,CO,2018-05-21,2,6,0.0,0.0,0.0
Aurora,CO,2018-08-27,5,8,0.0,1.0,1.0
Aurora,CO,2019-06-10,0,8,0.0,0.0,0.0
Aurora,CO,2019-11-11,0,6,0.0,0.0,1.0
Aurora,CO,2020-01-06,0,10,0.0,0.0,1.0
Aurora,CO,2020-06-22,0,10,0.0,0.0,0.0
Aurora,CO,2021-06-14,2,8,0.0,0.0,0.0
Aurora,CO,2021-09-27,2,6,0.0,0.0,2.0
Aurora,CO,2021-11-15,0,12,0.0,0.0,4.0
Aurora,CO,2021-11-22,0,10,0.0,0.0,0.0
Aurora,CO,2022-03-07,2,7,0.0,1.0,4.0
Aurora,CO,2022-10-24,8,0,0.0,0.0,1.0
Aurora,CO,2023-11-27,0,8,0.0,0.0,1.0
Aurora,CO,2024-07-29,3,9,0.0,0.0,0.0
Aurora,IL,2015-03-09,0,4,0.0,0.0,0.0
Aurora,IL,2018-06-04,0,7,0.0,0.0,0.0
Aurora,IL,2019-02-11,11,12,1.0,0.0,0.0
Aurora,IL,2019-11-25,2,8,0.0,0.0,0.0
Austin,TX,2014-03-03,0,6,0.0,0.0,0.0
Austin,TX,2016-05-02,2,6,0.0,0.0,1.0
Austin,TX,2016-07-25,2,8,0.0,0.0,1.0
Austin,TX,2016-08-08,1,3,0.0,0.0,0.0
Austin,TX,2017-10-23,2,6,0.0,0.0,1.0
Austin,TX,2017-10-30,0,8,0.0,0.0,1.0
Austin,TX,2019-06-03,0,10,0.0,0.0,1.0
Austin,TX,2020-06-15,0,10,0.0,0.0,0.0
Austin,TX,2021-03-08,0,8,0.0,0.0,0.0
Austin,TX,2021-06-07,2,27,0.0,1.0,1.0
Austin,TX,2021-08-30,2,6,0.0,0.0,0.0
Austin,TX,2022-03-14,0,8,0.0,0.0,0.0
Austin,TX,2022-06-06,1,3,0.0,0.0,0.0
Austin,TX,2023-01-23,4,6,0.0,0.0,1.0
Austin,TX,2023-12-04,6,3,0.0,0.0,1.0
Austin (Del Valle),TX,2016-09-05,4,0,0.0,0.0,0.0
Austin Twp.,MI,2022-05-23,4,1,0.0,0.0,0.0
Autaugaville,AL,2022-03-07,1,3,0.0,0.0,2.0
Autaugaville,AL,2022-03-14,1,3,0.0,0.0,0.0
Autreyville,NC,2020-11-30,0,6,0.0,0.0,0.0
Autryville,NC,2020-11-30,0,6,0.0,0.0,0.0
Autryville,NC,2023-11-20,4,0,0.0,0.0,0.0
Avon Lake,OH,2021-09-06,4,0,0.0,0.0,0.0
Avon Park,FL,2017-05-08,0,5,0.0,0.0,0.0
AvonPark,FL,2017-05-08,0,5,0.0,0.0,0.0
Avondale,AZ,2013-09-30,0,4,0.0,0.0,0.0
Azusa,CA,2016-11-07,2,2,0.0,0.0,0.0
Azusa,CA,2023-10-23,0,8,0.0,0.0,0.0
Bailey,CO,2016-02-22,2,2,0.0,0.0,0.0
Baker,LA,2015-09-07,4,0,0.0,0.0,0.0
Baker,LA,2020-09-14,0,8,0.0,0.0,1.0
Bakersfield,CA,2013-05-20,2,2,0.0,0.0,0.0
Bakersfield,CA,2013-09-09,2,2,0.0,0.0,0.0
Bakersfield,CA,2013-09-16,1,4,0.0,0.0,0.0
Bakersfield,CA,2014-08-04,6,2,0.0,0.0,0.0
Bakersfield,CA,2015-11-02,0,8,0.0,0.0,0.0
Bakersfield,CA,2016-07-11,2,28,0.0,0.0,0.0
Bakersfield,CA,2017-09-18,2,8,0.0,0.0,3.0
Bakersfield,CA,2018-09-10,11,0,1.0,0.0,0.0
Bakersfield,CA,2018-09-17,2,8,0.0,0.0,0.0
Bakersfield,CA,2020-04-06,0,12,0.0,0.0,0.0
Bakersfield,CA,2020-05-18,0,10,0.0,0.0,0.0
Bakersfield,CA,2022-01-24,0,8,0.0,0.0,1.0
Baldwin,LA,2022-04-11,0,10,0.0,0.0,0.0
Baldwin Park,CA,2018-09-17,0,4,0.0,0.0,0.0
BaldwinPark,CA,2018-09-17,0,4,0.0,0.0,0.0
Balimore,MD,2013-07-08,0,4,0.0,0.0,0.0
Baltimore,MD,2013-06-17,1,4,0.0,0.0,0.0
Baltimore,MD,2013-08-19,3,8,0.0,0.0,0.0
Baltimore,MD,2014-01-27,3,5,0.0,0.0,0.0
Baltimore,MD,2015-02-23,2,6,0.0,0.0,0.0
Baltimore,MD,2015-03-30,0,10,0.0,0.0,0.0
Baltimore,MD,2015-05-11,0,10,0.0,0.0,0.0
Baltimore,MD,2015-05-18,2,7,0.0,0.0,3.0
Baltimore,MD,2015-07-06,6,2,0.0,0.0,0.0
Baltimore,MD,2015-07-13,2,6,0.0,0.0,0.0
Baltimore,MD,2015-07-27,0,14,0.0,0.0,0.0
Baltimore,MD,2015-09-28,2,8,0.0,0.0,0.0
Baltimore,MD,2015-10-05,0,10,0.0,0.0,0.0
Baltimore,MD,2015-11-16,2,6,0.0,0.0,0.0
Baltimore,MD,2015-12-07,2,6,0.0,0.0,0.0
Baltimore,MD,2015-12-21,0,4,0.0,0.0,0.0
Baltimore,MD,2016-04-18,0,8,0.0,0.0,1.0
Baltimore,MD,2016-05-30,0,10,0.0,0.0,0.0
Baltimore,MD,2016-06-20,0,4,0.0,0.0,0.0
Baltimore,MD,2016-07-11,0,10,0.0,0.0,0.0
Baltimore,MD,2016-07-25,0,8,0.0,0.0,0.0
Baltimore,MD,2016-09-19,0,16,0.0,0.0,0.0
Baltimore,MD,2016-11-28,4,8,0.0,0.0,1.0
Baltimore,MD,2016-12-05,0,10,0.0,0.0,0.0
Baltimore,MD,2017-06-12,4,12,0.0,0.0,0.0
Baltimore,MD,2017-07-31,0,8,0.0,0.0,0.0
Baltimore,MD,2017-08-21,2,6,0.0,0.0,1.0
Baltimore,MD,2017-09-18,0,8,0.0,0.0,0.0
Baltimore,MD,2017-09-25,4,4,0.0,0.0,0.0
Baltimore,MD,2018-05-14,0,8,0.0,0.0,0.0
Baltimore,MD,2018-06-25,0,12,0.0,0.0,0.0
Baltimore,MD,2018-07-16,0,8,0.0,0.0,0.0
Baltimore,MD,2018-08-20,0,4,0.0,0.0,0.0
Baltimore,MD,2018-12-17,0,9,0.0,1.0,1.0
Baltimore,MD,2019-02-18,2,8,0.0,0.0,0.0
Baltimore,MD,2019-03-25,0,8,0.0,0.0,0.0
Baltimore,MD,2019-04-08,2,6,0.0,0.0,1.0
Baltimore,MD,2019-04-22,2,14,0.0,0.0,0.0
Baltimore,MD,2019-04-29,0,18,0.0,0.0,3.0
Baltimore,MD,2019-05-20,0,8,0.0,0.0,0.0
Baltimore,MD,2019-06-17,2,8,0.0,0.0,0.0
Baltimore,MD,2019-07-01,0,8,0.0,0.0,0.0
Baltimore,MD,2019-07-15,3,5,0.0,0.0,0.0
Baltimore,MD,2019-08-26,4,20,0.0,0.0,0.0
Baltimore,MD,2019-10-07,4,12,0.0,0.0,0.0
Baltimore,MD,2019-10-28,4,12,0.0,0.0,0.0
Baltimore,MD,2019-12-16,0,14,0.0,0.0,0.0
Baltimore,MD,2019-12-30,3,1,0.0,0.0,0.0
Baltimore,MD,2020-03-16,0,14,0.0,0.0,0.0
Baltimore,MD,2020-03-23,2,6,0.0,0.0,0.0
Baltimore,MD,2020-05-04,0,8,0.0,0.0,0.0
Baltimore,MD,2020-06-08,0,10,0.0,0.0,1.0
Baltimore,MD,2020-06-29,0,8,0.0,0.0,0.0
Baltimore,MD,2020-08-31,2,14,0.0,0.0,0.0
Baltimore,MD,2020-09-07,0,10,0.0,0.0,0.0
Baltimore,MD,2020-10-12,0,14,0.0,0.0,0.0
Baltimore,MD,2020-10-19,0,8,0.0,0.0,0.0
Baltimore,MD,2021-04-05,0,10,0.0,0.0,0.0
Baltimore,MD,2021-04-12,0,8,0.0,0.0,0.0
Baltimore,MD,2021-04-26,2,6,0.0,0.0,0.0
Baltimore,MD,2021-05-10,0,8,0.0,0.0,0.0
Baltimore,MD,2021-06-14,2,10,0.0,0.0,0.0
Baltimore,MD,2021-09-13,0,8,0.0,0.0,0.0
Baltimore,MD,2021-10-04,2,18,0.0,0.0,0.0
Baltimore,MD,2021-10-18,0,14,0.0,0.0,0.0
Baltimore,MD,2021-11-08,3,1,0.0,0.0,0.0
Baltimore,MD,2021-11-22,0,14,0.0,0.0,0.0
Baltimore,MD,2021-12-13,2,7,0.0,0.0,2.0
Baltimore,MD,2022-01-17,6,2,0.0,0.0,0.0
Baltimore,MD,2022-02-28,2,6,0.0,0.0,0.0
Baltimore,MD,2022-03-07,6,2,0.0,0.0,0.0
Baltimore,MD,2022-04-11,2,6,0.0,0.0,0.0
Baltimore,MD,2022-05-09,2,16,0.0,0.0,1.0
Baltimore,MD,2022-06-06,4,4,0.0,0.0,0.0
Baltimore,MD,2022-06-13,0,8,0.0,0.0,0.0
Baltimore,MD,2022-07-25,4,4,0.0,0.0,0.0
Baltimore,MD,2022-08-08,2,6,0.0,0.0,0.0
Baltimore,MD,2022-08-22,2,12,0.0,0.0,0.0
Baltimore,MD,2022-09-26,0,8,0.0,0.0,0.0
Baltimore,MD,2022-10-31,0,8,0.0,0.0,0.0
Baltimore,MD,2023-01-02,2,8,0.0,0.0,1.0
Baltimore,MD,2023-01-23,1,3,0.0,0.0,0.0
Baltimore,MD,2023-02-13,0,8,0.0,0.0,0.0
Baltimore,MD,2023-03-20,2,10,0.0,0.0,2.0
Baltimore,MD,2023-03-27,6,2,0.0,0.0,1.0
Baltimore,MD,2023-04-17,0,4,0.0,0.0,0.0
Baltimore,MD,2023-05-22,0,18,0.0,0.0,0.0
Baltimore,MD,2023-06-12,0,12,0.0,0.0,0.0
Baltimore,MD,2023-06-26,4,55,0.0,1.0,5.0
Baltimore,MD,2023-07-03,4,4,0.0,0.0,0.0
