City Or County,State,Week Start,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
Chicago,IL,2014-05-05,0,4,0.0,0.0,0.0
Chicago,IL,2014-05-12,0,8,0.0,0.0,0.0
Chicago,IL,2014-05-26,1,5,0.0,0.0,0.0
Chicago,IL,2014-06-02,1,10,0.0,0.0,0.0
Chicago,IL,2014-06-09,3,2,0.0,0.0,0.0
Chicago,IL,2014-07-07,1,3,0.0,0.0,0.0
Chicago,IL,2014-07-14,1,8,0.0,0.0,0.0
Chicago,IL,2014-07-21,2,12,0.0,0.0,3.0
Chicago,IL,2014-08-04,0,4,0.0,0.0,0.0
Chicago,IL,2014-08-18,2,6,0.0,0.0,0.0
Chicago,IL,2014-08-25,0,4,0.0,0.0,0.0
Chicago,IL,2014-09-29,1,3,0.0,0.0,0.0
Chicago,IL,2014-11-17,2,6,0.0,0.0,0.0
Chicago,IL,2014-12-15,0,4,0.0,0.0,0.0
Chicago,IL,2014-12-22,0,10,0.0,0.0,0.0
Chicago,IL,2015-03-09,2,6,0.0,0.0,0.0
Chicago,IL,2015-05-25,0,10,0.0,0.0,0.0
Chicago,IL,2015-06-01,0,10,0.0,0.0,0.0
Chicago,IL,2015-06-22,1,3,0.0,0.0,0.0
Chicago,IL,2015-07-13,0,10,0.0,0.0,0.0
Chicago,IL,2015-07-27,2,12,0.0,0.0,0.0
Chicago,IL,2015-08-10,0,8,0.0,0.0,0.0
Chicago,IL,2015-08-24,3,5,0.0,0.0,1.0
Chicago,IL,2015-09-07,0,8,0.0,0.0,0.0
Chicago,IL,2015-09-14,2,10,0.0,0.0,0.0
Chicago,IL,2015-09-21,0,14,0.0,0.0,0.0
Chicago,IL,2015-09-28,10,10,0.0,0.0,3.0
Chicago,IL,2015-11-16,0,8,0.0,0.0,0.0
Chicago,IL,2016-01-04,1,4,0.0,0.0,0.0
Chicago,IL,2016-03-21,0,8,0.0,0.0,0.0
Chicago,IL,2016-04-04,0,4,0.0,0.0,0.0
Chicago,IL,2016-04-18,2,7,0.0,0.0,0.0
Chicago,IL,2016-05-09,0,5,0.0,0.0,0.0
Chicago,IL,2016-05-30,0,4,0.0,0.0,0.0
Chicago,IL,2016-06-13,0,9,0.0,0.0,0.0
Chicago,IL,2016-06-20,0,8,0.0,0.0,0.0
Chicago,IL,2016-06-27,1,8,0.0,0.0,0.0
Chicago,IL,2016-07-18,0,5,0.0,0.0,0.0
Chicago,IL,2016-07-25,2,2,0.0,0.0,0.0
Chicago,IL,2016-08-01,0,4,0.0,0.0,0.0
Chicago,IL,2016-08-29,0,4,0.0,0.0,0.0
Chicago,IL,2016-09-05,2,3,0.0,0.0,0.0
Chicago,IL,2016-10-10,1,10,0.0,0.0,0.0
Chicago,IL,2016-10-31,5,14,0.0,0.0,1.0
Chicago,IL,2016-11-07,1,3,0.0,0.0,0.0
Chicago,IL,2016-11-14,0,4,0.0,0.0,0.0
Chicago,IL,2016-11-21,1,5,0.0,0.0,0.0
Chicago,IL,2016-12-12,2,6,0.0,0.0,0.0
Chicago,IL,2016-12-19,3,8,0.0,0.0,0.0
Chicago,IL,2017-01-09,1,3,0.0,0.0,0.0
Chicago,IL,2017-01-23,0,6,0.0,0.0,0.0
Chicago,IL,2017-02-06,1,3,0.0,0.0,0.0
Chicago,IL,2017-02-13,6,3,0.0,1.0,1.0
Chicago,IL,2017-03-06,2,6,0.0,0.0,0.0
Chicago,IL,2017-03-27,6,4,0.0,0.0,0.0
Chicago,IL,2017-04-03,1,5,0.0,0.0,0.0
Chicago,IL,2017-05-01,2,8,0.0,0.0,0.0
Chicago,IL,2017-06-05,0,9,0.0,0.0,0.0
Chicago,IL,2017-06-12,0,8,0.0,0.0,0.0
Chicago,IL,2017-06-26,0,5,0.0,0.0,0.0
Chicago,IL,2017-07-10,0,4,0.0,0.0,0.0
Chicago,IL,2017-07-17,1,3,0.0,0.0,0.0
Chicago,IL,2017-07-24,1,4,0.0,0.0,0.0
Chicago,IL,2017-07-31,0,4,0.0,0.0,0.0
Chicago,IL,2017-08-07,1,6,0.0,0.0,0.0
Chicago,IL,2017-08-14,2,5,0.0,0.0,0.0
Chicago,IL,2017-08-21,0,4,0.0,0.0,0.0
Chicago,IL,2017-08-28,1,3,0.0,0.0,0.0
Chicago,IL,2017-09-04,0,4,0.0,0.0,0.0
Chicago,IL,2017-09-11,4,0,0.0,0.0,0.0
Chicago,IL,2017-10-02,0,5,0.0,0.0,0.0
Chicago,IL,2017-12-04,0,8,0.0,0.0,0.0
Chicago,IL,2017-12-25,0,8,0.0,0.0,0.0
Chicago,IL,2018-01-15,0,8,0.0,0.0,0.0
Chicago,IL,2018-04-30,2,8,0.0,0.0,2.0
Chicago,IL,2018-05-28,1,3,0.0,0.0,0.0
Chicago,IL,2018-06-04,1,5,0.0,0.0,0.0
Chicago,IL,2018-06-11,0,4,0.0,0.0,0.0
Chicago,IL,2018-06-18,3,11,0.0,0.0,0.0
Chicago,IL,2018-06-25,0,12,0.0,0.0,0.0
Chicago,IL,2018-07-16,2,5,0.0,0.0,0.0
Chicago,IL,2018-07-23,0,9,0.0,0.0,0.0
Chicago,IL,2018-07-30,3,32,0.0,0.0,0.0
Chicago,IL,2018-08-13,0,12,0.0,0.0,0.0
Chicago,IL,2018-09-10,0,8,0.0,0.0,0.0
Chicago,IL,2018-09-17,0,8,0.0,0.0,0.0
Chicago,IL,2018-10-01,4,4,0.0,0.0,1.0
Chicago,IL,2018-10-22,0,11,0.0,0.0,0.0
Chicago,IL,2018-11-19,4,0,0.0,0.0,0.0
Chicago,IL,2019-01-14,0,4,0.0,0.0,0.0
Chicago,IL,2019-01-28,2,5,0.0,0.0,0.0
Chicago,IL,2019-02-25,0,6,0.0,0.0,0.0
Chicago,IL,2019-03-25,1,4,0.0,0.0,0.0
Chicago,IL,2019-04-01,0,6,0.0,0.0,0.0
Chicago,IL,2019-05-20,2,3,0.0,0.0,0.0
Chicago,IL,2019-05-27,0,16,0.0,0.0,0.0
Chicago,IL,2019-06-03,2,14,0.0,0.0,0.0
Chicago,IL,2019-06-17,0,4,0.0,0.0,0.0
Chicago,IL,2019-06-24,0,14,0.0,0.0,0.0
Chicago,IL,2019-07-01,1,16,0.0,0.0,1.0
Chicago,IL,2019-07-08,1,8,0.0,0.0,0.0
Chicago,IL,2019-07-15,1,21,0.0,0.0,0.0
Chicago,IL,2019-07-22,0,4,0.0,0.0,0.0
Chicago,IL,2019-07-29,1,14,0.0,0.0,0.0
Chicago,IL,2019-08-05,0,10,0.0,0.0,0.0
Chicago,IL,2019-08-19,1,3,0.0,0.0,0.0
Chicago,IL,2019-08-26,2,3,0.0,0.0,0.0
Chicago,IL,2019-09-02,0,4,0.0,0.0,0.0
Chicago,IL,2019-09-09,0,4,0.0,0.0,0.0
Chicago,IL,2019-09-16,3,1,0.0,0.0,0.0
Chicago,IL,2019-09-23,1,3,0.0,0.0,0.0
Chicago,IL,2019-10-07,10,0,0.0,0.0,1.0
Chicago,IL,2019-12-16,0,12,0.0,1.0,2.0
Chicago,IL,2019-12-30,2,2,0.0,0.0,0.0
Chicago,IL,2020-01-13,0,5,0.0,0.0,1.0
Chicago,IL,2020-02-10,0,12,0.0,0.0,0.0
Chicago,IL,2020-02-24,2,8,0.0,0.0,1.0
Chicago,IL,2020-03-02,0,14,0.0,0.0,2.0
Chicago,IL,2020-04-06,2,6,0.0,0.0,0.0
Chicago,IL,2020-04-27,0,10,0.0,0.0,0.0
Chicago,IL,2020-05-18,2,6,0.0,0.0,0.0
Chicago,IL,2020-05-25,4,4,0.0,0.0,0.0
Chicago,IL,2020-06-01,2,26,0.0,0.0,0.0
Chicago,IL,2020-06-15,2,22,0.0,0.0,0.0
Chicago,IL,2020-06-22,3,31,0.0,0.0,0.0
Chicago,IL,2020-06-29,6,24,0.0,0.0,0.0
Chicago,IL,2020-07-06,2,13,0.0,0.0,0.0
Chicago,IL,2020-07-13,3,7,0.0,0.0,0.0
Chicago,IL,2020-07-20,2,24,0.0,0.0,0.0
Chicago,IL,2020-07-27,2,12,0.0,0.0,2.0
Chicago,IL,2020-08-03,0,4,0.0,0.0,0.0
Chicago,IL,2020-08-17,0,10,0.0,0.0,0.0
Chicago,IL,2020-08-24,2,8,0.0,0.0,0.0
Chicago,IL,2020-08-31,0,4,0.0,0.0,0.0
Chicago,IL,2020-09-07,3,6,0.0,1.0,0.0
Chicago,IL,2020-09-14,0,13,0.0,0.0,0.0
Chicago,IL,2020-09-21,0,4,0.0,0.0,0.0
Chicago,IL,2020-10-05,1,3,0.0,0.0,0.0
Chicago,IL,2020-10-12,1,4,0.0,0.0,0.0
Chicago,IL,2020-10-26,1,3,0.0,0.0,0.0
Chicago,IL,2020-11-16,1,17,0.0,0.0,0.0
Chicago,IL,2020-11-30,0,4,0.0,0.0,0.0
Chicago,IL,2020-12-14,0,12,0.0,0.0,0.0
Chicago,IL,2021-03-08,2,17,0.0,0.0,0.0
Chicago,IL,2021-03-22,2,26,0.0,0.0,0.0
Chicago,IL,2021-04-05,0,7,0.0,0.0,0.0
Chicago,IL,2021-04-12,0,8,0.0,0.0,0.0
Chicago,IL,2021-04-26,0,10,0.0,0.0,0.0
Chicago,IL,2021-05-03,0,4,0.0,0.0,0.0
Chicago,IL,2021-05-10,2,3,0.0,0.0,0.0
Chicago,IL,2021-05-17,0,4,0.0,0.0,0.0
Chicago,IL,2021-05-24,1,7,0.0,0.0,0.0
Chicago,IL,2021-05-31,0,8,0.0,0.0,0.0
Chicago,IL,2021-06-07,2,13,0.0,0.0,1.0
Chicago,IL,2021-06-14,5,8,0.0,0.0,0.0
Chicago,IL,2021-06-21,3,30,0.0,0.0,0.0
Chicago,IL,2021-06-28,0,15,0.0,0.0,0.0
Chicago,IL,2021-07-05,2,4,0.0,0.0,0.0
Chicago,IL,2021-07-12,1,20,0.0,0.0,3.0
Chicago,IL,2021-07-19,2,25,0.0,0.0,1.0
Chicago,IL,2021-07-26,1,3,0.0,0.0,0.0
Chicago,IL,2021-08-02,2,13,0.0,1.0,1.0
Chicago,IL,2021-08-09,0,8,0.0,0.0,0.0
Chicago,IL,2021-08-16,2,17,0.0,0.0,0.0
Chicago,IL,2021-08-23,0,8,0.0,0.0,0.0
Chicago,IL,2021-08-30,0,5,0.0,0.0,0.0
Chicago,IL,2021-09-06,3,7,0.0,0.0,0.0
Chicago,IL,2021-09-13,0,5,0.0,0.0,0.0
Chicago,IL,2021-09-20,0,6,0.0,0.0,1.0
Chicago,IL,2021-09-27,2,10,0.0,1.0,0.0
Chicago,IL,2021-10-04,1,16,1.0,0.0,1.0
Chicago,IL,2021-10-18,0,5,0.0,0.0,0.0
Chicago,IL,2021-11-15,0,8,0.0,0.0,0.0
Chicago,IL,2022-01-10,0,8,0.0,0.0,0.0
Chicago,IL,2022-03-07,0,14,0.0,0.0,0.0
Chicago,IL,2022-03-14,0,8,0.0,0.0,0.0
Chicago,IL,2022-03-21,4,4,0.0,0.0,1.0
Chicago,IL,2022-04-18,4,4,0.0,0.0,0.0
Chicago,IL,2022-04-25,0,8,0.0,0.0,0.0
Chicago,IL,2022-05-02,0,4,0.0,0.0,0.0
Chicago,IL,2022-05-09,2,28,0.0,0.0,1.0
Chicago,IL,2022-05-16,4,14,0.0,0.0,3.0
Chicago,IL,2022-05-23,2,17,0.0,1.0,0.0
Chicago,IL,2022-06-06,2,16,0.0,0.0,0.0
Chicago,IL,2022-06-13,0,10,0.0,0.0,0.0
Chicago,IL,2022-06-20,2,6,0.0,0.0,0.0
Chicago,IL,2022-06-27,2,7,0.0,0.0,0.0
Chicago,IL,2022-07-04,0,17,0.0,0.0,0.0
Chicago,IL,2022-07-11,0,4,0.0,0.0,0.0
Chicago,IL,2022-07-18,0,8,0.0,0.0,0.0
Chicago,IL,2022-08-08,1,4,0.0,0.0,0.0
Chicago,IL,2022-08-15,1,17,0.0,0.0,0.0
Chicago,IL,2022-08-22,0,8,0.0,0.0,0.0
Chicago,IL,2022-08-29,4,4,0.0,0.0,0.0
Chicago,IL,2022-09-12,6,16,0.0,0.0,0.0
Chicago,IL,2022-09-19,0,8,0.0,0.0,0.0
Chicago,IL,2022-10-17,6,4,0.0,0.0,0.0
Chicago,IL,2022-10-24,2,6,0.0,0.0,0.0
Chicago,IL,2022-10-31,3,42,0.0,0.0,1.0
Chicago,IL,2022-11-21,4,4,0.0,0.0,0.0
Chicago,IL,2022-12-05,6,2,0.0,0.0,1.0
Chicago,IL,2022-12-12,4,4,0.0,0.0,1.0
Chicago,IL,2022-12-26,2,6,0.0,0.0,0.0
Chicago,IL,2023-01-23,4,6,0.0,0.0,0.0
Chicago,IL,2023-02-13,6,6,0.0,0.0,0.0
Chicago,IL,2023-03-13,0,8,0.0,0.0,0.0
Chicago,IL,2023-05-01,0,8,0.0,0.0,0.0
Chicago,IL,2023-05-08,4,6,0.0,0.0,0.0
Chicago,IL,2023-05-22,2,6,0.0,0.0,0.0
Chicago,IL,2023-05-29,4,23,0.0,0.0,0.0
Chicago,IL,2023-06-12,6,22,0.0,0.0,0.0
Chicago,IL,2023-06-19,2,6,0.0,0.0,0.0
Chicago,IL,2023-06-26,2,7,0.0,0.0,0.0
Chicago,IL,2023-07-03,2,18,0.0,0.0,0.0
Chicago,IL,2023-07-10,2,8,0.0,0.0,3.0
Chicago,IL,2023-07-17,1,4,0.0,0.0,0.0
Chicago,IL,2023-07-24,2,16,0.0,0.0,0.0
Chicago,IL,2023-07-31,2,6,0.0,0.0,0.0
Chicago,IL,2023-08-07,1,7,0.0,0.0,0.0
Chicago,IL,2023-08-14,0,4,0.0,0.0,0.0
Chicago,IL,2023-08-21,1,3,0.0,0.0,0.0
Chicago,IL,2023-09-04,0,16,0.0,0.0,0.0
Chicago,IL,2023-09-25,4,4,0.0,0.0,0.0
Chicago,IL,2023-10-02,0,24,0.0,0.0,0.0
Chicago,IL,2023-10-23,2,44,0.0,0.0,1.0
Chicago,IL,2023-11-20,0,10,0.0,0.0,0.0
Chicago,IL,2023-11-27,2,6,0.0,0.0,1.0
Chicago,IL,2023-12-11,0,4,0.0,0.0,0.0
Chicago,IL,2024-02-05,0,21,0.0,0.0,0.0
Chicago,IL,2024-02-19,12,12,0.0,0.0,2.0
Chicago,IL,2024-02-26,2,6,0.0,0.0,0.0
Chicago,IL,2024-03-25,6,21,0.0,0.0,3.0
Chicago,IL,2024-04-08,3,30,0.0,0.0,1.0
Chicago,IL,2024-05-13,0,18,0.0,0.0,0.0
Chicago,IL,2024-05-20,3,21,0.0,0.0,0.0
Chicago,IL,2024-06-10,0,8,0.0,0.0,0.0
Chicago,IL,2024-06-17,0,12,0.0,0.0,0.0
Chicago,IL,2024-07-01,4,16,0.0,0.0,0.0
Chicago,IL,2024-07-08,0,27,0.0,0.0,0.0
Chicago,IL,2024-07-29,1,8,0.0,0.0,0.0
Chicago,IL,2024-08-12,0,12,0.0,0.0,0.0
Chicago,IL,2024-08-19,3,15,0.0,0.0,0.0
Chicago,IL,2024-09-16,3,30,0.0,0.0,0.0
Chicago,IL,2024-09-23,0,12,0.0,0.0,0.0
Chicago,IL,2024-12-02,9,15,0.0,0.0,0.0
Chicago,Il,2014-03-31,1,5,0.0,0.0,0.0
Chicago,Il,2014-04-14,0,5,0.0,0.0,0.0
Chicago,Il,2014-04-28,0,4,0.0,0.0,0.0
Chicago,Il,2014-05-26,1,5,0.0,0.0,0.0
Chicago (Albany Park),IL,2020-09-14,0,5,0.0,0.0,0.0
Chicago (Altgeld Gardens),IL,2022-06-06,0,4,0.0,0.0,0.0
Chicago (Archer Heights),IL,2022-10-31,0,5,0.0,0.0,0.0
Chicago (Auburn Gresham),IL,2017-03-06,0,4,0.0,0.0,0.0
Chicago (Auburn Gresham),IL,2020-11-16,0,6,0.0,0.0,0.0
Chicago (Auburn Gresham),IL,2021-08-02,1,6,0.0,0.0,0.0
Chicago (Auburn Gresham),IL,2022-08-08,1,4,0.0,0.0,0.0
Chicago (Auburn-Gresham),IL,2016-04-18,1,4,0.0,0.0,0.0
Chicago (Aurora),IL,2018-06-04,0,7,0.0,0.0,0.0
Chicago (Austin),IL,2016-03-21,0,4,0.0,0.0,0.0
Chicago (Austin),IL,2016-07-18,0,5,0.0,0.0,0.0
Chicago (Austin),IL,2016-12-19,0,4,0.0,0.0,0.0
Chicago (Austin),IL,2017-02-06,1,3,0.0,0.0,0.0
Chicago (Austin),IL,2017-04-03,1,5,0.0,0.0,0.0
Chicago (Austin),IL,2017-06-26,0,5,0.0,0.0,0.0
Chicago (Austin),IL,2017-08-21,0,4,0.0,0.0,0.0
Chicago (Austin),IL,2018-07-30,2,7,0.0,0.0,0.0
Chicago (Austin),IL,2020-07-27,1,4,0.0,0.0,0.0
Chicago (Austin),IL,2020-09-07,2,4,0.0,0.0,0.0
Chicago (Austin),IL,2021-03-22,0,4,0.0,0.0,0.0
Chicago (Austin),IL,2021-06-21,0,4,0.0,0.0,0.0
Chicago (Austin),IL,2021-06-28,1,3,0.0,0.0,0.0
Chicago (Austin),IL,2021-07-12,1,9,0.0,0.0,0.0
Chicago (Austin),IL,2021-07-19,0,5,0.0,0.0,0.0
Chicago (Austin),IL,2021-09-13,0,5,0.0,0.0,0.0
Chicago (Avalon Park),IL,2017-07-17,1,3,0.0,0.0,0.0
Chicago (Avalon Park),IL,2020-09-07,1,3,0.0,0.0,0.0
Chicago (Avondale),IL,2018-05-21,1,3,0.0,0.0,0.0
Chicago (Back of the Yards),IL,2016-07-25,2,2,0.0,0.0,0.0
Chicago (Back of the Yards),IL,2022-07-18,0,4,0.0,0.0,0.0
Chicago (Back of the Yards),IL,2022-08-15,0,4,0.0,0.0,0.0
Chicago (Brighton Park),IL,2016-12-12,2,2,0.0,0.0,0.0
Chicago (Brighton Park),IL,2017-01-09,1,3,0.0,0.0,0.0
Chicago (Brighton Park),IL,2017-05-01,2,8,0.0,0.0,0.0
Chicago (Brighton Park),IL,2017-09-11,4,0,0.0,0.0,0.0
Chicago (Bronzeville),IL,2016-01-18,0,4,0.0,0.0,0.0
Chicago (Bronzeville),IL,2017-08-07,1,6,0.0,0.0,0.0
Chicago (Bronzeville),IL,2018-06-18,1,4,0.0,0.0,0.0
Chicago (Bronzeville),IL,2018-06-25,0,6,0.0,0.0,0.0
Chicago (Bronzeville),IL,2020-11-16,0,4,0.0,0.0,0.0
Chicago (Bronzeville),IL,2021-08-16,0,4,0.0,0.0,0.0
Chicago (Burnside),IL,2018-10-22,0,6,0.0,0.0,0.0
Chicago (Burnside),IL,2021-05-31,0,8,0.0,0.0,0.0
Chicago (Calumet Ave),IL,2024-07-29,0,10,0.0,0.0,0.0
Chicago (Calumet Heights),IL,2021-08-16,1,5,0.0,0.0,0.0
Chicago (Canal St),IL,2024-07-29,2,6,0.0,0.0,0.0
Chicago (Chatham),IL,2019-08-19,1,3,0.0,0.0,0.0
Chicago (Chatham),IL,2020-07-27,1,4,0.0,0.0,0.0
Chicago (Chatham),IL,2021-06-07,1,9,0.0,0.0,0.0
Chicago (Chatham),IL,2021-10-18,0,5,0.0,0.0,0.0
Chicago (Chicago Lawn),IL,2021-06-21,1,10,0.0,0.0,0.0
Chicago (Chicago Loop),IL,2022-06-27,2,3,0.0,0.0,0.0
Chicago (Douglas Park),IL,2019-07-29,0,7,0.0,0.0,0.0
Chicago (Douglas Park),IL,2021-08-23,0,4,0.0,0.0,0.0
Chicago (East Chatham),IL,2016-12-19,2,5,0.0,0.0,0.0
Chicago (East Garfield Park),IL,2016-03-14,1,3,0.0,0.0,0.0
Chicago (East Garfield Park),IL,2016-03-21,0,4,0.0,0.0,0.0
Chicago (East Garfield Park),IL,2016-05-30,0,4,0.0,0.0,0.0
Chicago (East Garfield Park),IL,2016-06-13,0,5,0.0,0.0,0.0
Chicago (East Garfield Park),IL,2016-06-20,0,4,0.0,0.0,0.0
Chicago (East Garfield Park),IL,2016-10-10,0,4,0.0,0.0,0.0
Chicago (East Garfield Park),IL,2017-01-09,1,3,0.0,0.0,0.0
Chicago (East Garfield Park),IL,2018-06-25,0,6,0.0,0.0,0.0
Chicago (East Garfield Park),IL,2019-03-25,1,4,0.0,0.0,0.0
Chicago (East Garfield Park),IL,2020-10-12,1,4,0.0,0.0,0.0
Chicago (East Garfield Park),IL,2021-05-17,0,4,0.0,0.0,0.0
Chicago (East Garfield Park),IL,2021-08-16,0,4,0.0,0.0,0.0
Chicago (East Garfield Park),IL,2021-09-20,0,6,0.0,0.0,0.0
Chicago (East Garfield Park),IL,2022-07-18,0,4,0.0,0.0,0.0
"Chicago (East Garfield Park), 2nd incident over weekend",IL,2021-08-16,1,4,0.0,0.0,0.0
Chicago (East Garfield),IL,2020-01-13,0,5,0.0,0.0,0.0
Chicago (Englewood),CO,2019-04-01,0,6,0.0,0.0,0.0
Chicago (Englewood),IL,2016-02-01,0,4,0.0,0.0,0.0
Chicago (Englewood),IL,2016-03-28,0,4,0.0,0.0,0.0
Chicago (Englewood),IL,2016-04-18,2,3,0.0,0.0,0.0
Chicago (Englewood),IL,2016-07-04,0,4,0.0,0.0,0.0
Chicago (Englewood),IL,2018-05-28,1,3,0.0,0.0,0.0
Chicago (Englewood),IL,2018-07-23,0,5,0.0,0.0,0.0
Chicago (Englewood),IL,2019-07-01,0,8,0.0,0.0,0.0
Chicago (Englewood),IL,2019-12-16,0,13,0.0,0.0,0.0
Chicago (Englewood),IL,2020-06-29,4,4,0.0,0.0,0.0
Chicago (Englewood),IL,2020-07-06,1,3,0.0,0.0,0.0
Chicago (Englewood),IL,2020-08-17,0,4,0.0,0.0,0.0
Chicago (Englewood),IL,2020-09-07,1,3,0.0,0.0,0.0
Chicago (Englewood),IL,2020-09-14,0,4,0.0,0.0,0.0
Chicago (Englewood),IL,2021-04-05,0,7,0.0,0.0,0.0
Chicago (Englewood),IL,2021-05-24,1,3,0.0,0.0,0.0
Chicago (Englewood),IL,2021-06-14,5,3,0.0,0.0,0.0
Chicago (Englewood),IL,2021-06-21,0,4,0.0,0.0,0.0
Chicago (Englewood),IL,2021-06-28,0,7,0.0,0.0,0.0
Chicago (Englewood),IL,2022-08-15,0,4,0.0,0.0,0.0
Chicago (Evanston),IL,2016-08-08,0,4,0.0,0.0,0.0
Chicago (Fernwood),IL,2016-12-12,5,0,0.0,0.0,0.0
Chicago (Fifth City),IL,2017-03-27,2,4,0.0,0.0,0.0
Chicago (Fifth City),IL,2020-06-29,0,4,0.0,0.0,0.0
Chicago (Gage Park),IL,2016-04-18,1,3,0.0,0.0,0.0
Chicago (Garfield Park),IL,2018-07-16,2,5,0.0,0.0,0.0
Chicago (Garfield Park),IL,2019-07-08,0,4,0.0,0.0,0.0
Chicago (Garfield Park),IL,2019-07-15,1,3,0.0,0.0,0.0
Chicago (Garfield Park),IL,2019-08-05,0,6,0.0,0.0,0.0
Chicago (Grand Cross),IL,2018-08-13,0,5,0.0,0.0,0.0
Chicago (Grand Crossing),IL,2024-07-01,6,4,0.0,0.0,0.0
Chicago (Greater Grand Crossing),IL,2017-01-23,0,6,0.0,0.0,0.0
Chicago (Gresham),IL,2017-08-28,1,3,0.0,0.0,0.0
Chicago (Gresham),IL,2017-10-02,0,5,0.0,0.0,0.0
Chicago (Gresham),IL,2018-07-30,0,8,0.0,0.0,0.0
Chicago (Gresham),IL,2019-07-08,1,4,0.0,0.0,0.0
Chicago (Gresham),IL,2020-07-06,0,6,0.0,0.0,0.0
Chicago (Gresham),IL,2020-07-20,0,15,0.0,0.0,0.0
Chicago (Gresham),IL,2020-08-17,0,6,0.0,0.0,0.0
Chicago (Gresham),IL,2021-05-10,2,3,0.0,0.0,0.0
Chicago (Gresham),IL,2021-07-12,0,5,0.0,0.0,0.0
Chicago (Gresham),IL,2021-08-02,1,4,0.0,0.0,0.0
Chicago (Hastings St.),IL,2024-07-01,0,16,0.0,0.0,0.0
Chicago (Homan Square),IL,2021-07-19,0,4,0.0,0.0,0.0
Chicago (Homan Square),IL,2022-08-15,1,4,0.0,0.0,0.0
Chicago (Humboldt Park),IL,2017-06-12,0,4,0.0,0.0,0.0
Chicago (Humboldt Park),IL,2017-07-31,0,4,0.0,0.0,0.0
Chicago (Humboldt Park),IL,2018-07-30,0,4,0.0,0.0,0.0
Chicago (Humboldt Park),IL,2019-07-01,1,3,0.0,0.0,0.0
Chicago (Humboldt Park),IL,2020-07-06,1,4,0.0,0.0,0.0
Chicago (Humboldt Park),IL,2021-09-27,1,3,0.0,0.0,0.0
Chicago (Jackson Park),IL,2021-07-26,0,4,0.0,0.0,0.0
Chicago (Lawndale),IL,2016-09-05,2,3,0.0,0.0,0.0
Chicago (Lawndale),IL,2017-06-05,0,9,0.0,0.0,0.0
Chicago (Lawndale),IL,2018-07-23,0,4,0.0,0.0,0.0
Chicago (Lawndale),IL,2018-07-30,1,13,0.0,0.0,0.0
Chicago (Lawndale),IL,2019-07-15,0,4,0.0,0.0,0.0
Chicago (Lawndale),IL,2019-07-22,0,4,0.0,0.0,0.0
Chicago (Lawndale),IL,2019-07-29,1,7,0.0,0.0,0.0
Chicago (Lawndale),IL,2020-06-29,1,5,0.0,0.0,0.0
Chicago (Lawndale),IL,2020-07-13,1,4,0.0,0.0,0.0
Chicago (Lawndale),IL,2020-08-03,0,4,0.0,0.0,0.0
Chicago (Lawndale),IL,2020-11-16,0,4,0.0,0.0,0.0
Chicago (Lawndale),IL,2021-08-30,0,5,0.0,0.0,0.0
Chicago (Lawndale),IL,2022-06-06,0,4,0.0,0.0,0.0
Chicago (Lawndale),IL,2022-07-04,0,4,0.0,0.0,0.0
Chicago (Lawndale),IL,2023-07-17,1,4,0.0,0.0,0.0
"Chicago (Lawndale, near W. 13th & S. Christiana)",IL,2021-07-19,2,3,0.0,0.0,0.0
"Chicago (Lawndale, near W. Douglas & S. Ridgeway)",IL,2021-07-19,0,5,0.0,0.0,0.0
Chicago (Lincoln Park),IL,2021-07-19,0,8,0.0,0.0,0.0
Chicago (Little Village),IL,2018-06-11,0,4,0.0,0.0,0.0
Chicago (Lower West Side),IL,2019-09-23,1,3,0.0,0.0,0.0
Chicago (Marquette Park),IL,2019-08-05,0,4,0.0,0.0,0.0
Chicago (Marquette Park),IL,2020-09-21,0,4,0.0,0.0,0.0
Chicago (Menard Ave),IL,2024-07-01,2,12,0.0,0.0,0.0
Chicago (Morgan Park),IL,2016-06-20,0,4,0.0,0.0,0.0
Chicago (Morgan Park),IL,2020-07-13,2,3,0.0,0.0,0.0
Chicago (Morgan Park),IL,2020-10-26,1,3,0.0,0.0,0.0
Chicago (N Pulaski Rd),IL,2024-06-17,0,10,0.0,0.0,0.0
Chicago (Near West Side),IL,2021-08-02,0,4,0.0,0.0,0.0
Chicago (Near West Side),IL,2022-07-04,0,4,0.0,0.0,0.0
Chicago (North Austin),IL,2016-11-14,0,4,0.0,0.0,0.0
Chicago (North Lawndale),IL,2016-01-04,1,4,0.0,0.0,0.0
Chicago (North Lawndale),IL,2016-06-27,0,6,0.0,0.0,0.0
Chicago (North Lawndale),IL,2016-12-12,0,4,0.0,0.0,0.0
Chicago (North Lawndale),IL,2020-07-20,0,5,0.0,0.0,0.0
Chicago (North Lawndale),IL,2023-08-14,0,4,0.0,0.0,0.0
Chicago (North Lawndale),IL,2023-08-21,1,3,0.0,0.0,0.0
Chicago (Old Town),IL,2021-08-09,0,4,0.0,0.0,0.0
Chicago (Old Town),IL,2023-08-07,0,4,0.0,0.0,0.0
Chicago (Park Manor),IL,2016-05-09,0,5,0.0,0.0,0.0
Chicago (Park Manor),IL,2021-03-08,2,13,0.0,0.0,0.0
Chicago (Park Manor),IL,2021-06-21,0,4,0.0,0.0,0.0
Chicago (Park Manor),IL,2021-09-27,1,3,0.0,0.0,0.0
